,name,party,state,district,context,le,eg
60,Timothy E. Wirth,democrat,Colorado,2,candidate,"[{'year': 1976, 'le': 1.353679776}, {'year': 1980, 'le': 6.630057295}, {'year': 1982, 'le': 5.420325756}, {'year': 1984, 'le': 2.680904513}]","[{'year': 1976, 'eg': -0.49000740808563414}, {'year': 1980, 'eg': -0.34691299078120985}, {'year': 1982, 'eg': -0.24569776821726272}, {'year': 1984, 'eg': -0.42331025446582815}]"
61,Frank E. Evans,democrat,Colorado,3,candidate,"[{'year': 1976, 'le': 0.083222091}]","[{'year': 1976, 'eg': -0.46013285244704166}]"
62,James P. (Jim) Johnson,republican,Colorado,4,candidate,"[{'year': 1976, 'le': 1.255191207}]","[{'year': 1976, 'eg': 0.3078799011845189}]"
63,William L. Armstrong,republican,Colorado,5,candidate,"[{'year': 1976, 'le': 0.10087525800000001}]","[{'year': 1976, 'eg': 0.1713876269969767}]"
64,William R. Cotter,democrat,Connecticut,1,candidate,"[{'year': 1976, 'le': 0.7671305540000001}, {'year': 1978, 'le': 0.54318122}, {'year': 1980, 'le': 0.061455125}]","[{'year': 1976, 'eg': -0.34728713856652865}, {'year': 1978, 'eg': -0.2976402957743214}, {'year': 1980, 'eg': -0.23921552488865722}]"
65,Christopher J. Dodd,democrat,Connecticut,2,candidate,"[{'year': 1976, 'le': 0.33607897200000003}, {'year': 1978, 'le': 0.11676125400000001}]","[{'year': 1976, 'eg': -0.19020737957575648}, {'year': 1978, 'eg': -0.10161617130456677}]"
66,Robert N. Giaimo,democrat,Connecticut,3,candidate,"[{'year': 1976, 'le': 0.052959509}, {'year': 1978, 'le': 1.080648545}]","[{'year': 1976, 'eg': -0.388125833733825}, {'year': 1978, 'eg': -0.31891744253753296}]"
67,Stewart B. McKinney,republican,Connecticut,4,candidate,"[{'year': 1976, 'le': 0.2675336}, {'year': 1978, 'le': 1.1953534129999999}, {'year': 1980, 'le': 0.325766952}, {'year': 1982, 'le': 0.5417615179999999}, {'year': 1984, 'le': 0.28342640199999997}, {'year': 1986, 'le': 0.130214453}]","[{'year': 1976, 'eg': 0.2604970587951202}, {'year': 1978, 'eg': 0.33274619751387935}, {'year': 1980, 'eg': 0.24848080553807425}, {'year': 1982, 'eg': 0.364078313652447}, {'year': 1984, 'eg': 0.09212528154349581}, {'year': 1986, 'eg': 0.4291870939110054}]"
68,Ronald A. Sarasin,republican,Connecticut,5,candidate,"[{'year': 1976, 'le': 0.180314526}]","[{'year': 1976, 'eg': 0.16241258519105245}]"
69,Anthony Toby Moffett,democrat,Connecticut,6,candidate,"[{'year': 1976, 'le': 0.529671669}, {'year': 1978, 'le': 0.045328905999999995}, {'year': 1980, 'le': 0.11307743099999999}]","[{'year': 1976, 'eg': -0.36341166596726815}, {'year': 1978, 'eg': -0.2160838560013747}, {'year': 1980, 'eg': -0.31674131491091795}]"
70,"Thomas B. Evans, Jr.",republican,Delaware,1,candidate,"[{'year': 1976, 'le': 0.968022108}]","[{'year': 1976, 'eg': 0.4617639537857126}]"
71,Robert L. F. Sikes,democrat,Florida,1,candidate,"[{'year': 1976, 'le': 0.514273643}]","[{'year': 1976, 'eg': 0.0}]"
72,Don Fuqua,democrat,Florida,2,candidate,"[{'year': 1976, 'le': 0.25092721}, {'year': 1978, 'le': 7.037109813}, {'year': 1980, 'le': 5.991224559}, {'year': 1982, 'le': 6.221148491}, {'year': 1984, 'le': 9.032614483}]","[{'year': 1976, 'eg': 0.0}, {'year': 1978, 'eg': 0.13499205352801585}, {'year': 1980, 'eg': -0.08811785130718955}, {'year': 1982, 'eg': -0.2657512242288138}, {'year': 1984, 'eg': 0.0}]"
73,Charles E. Bennett,democrat,Florida,3,candidate,"[{'year': 1976, 'le': 1.051114678}, {'year': 1978, 'le': 2.8144349589999997}, {'year': 1980, 'le': 1.9100521469999998}, {'year': 1982, 'le': 1.328287721}, {'year': 1984, 'le': 2.5462791680000003}, {'year': 1986, 'le': 2.064544201}, {'year': 1988, 'le': 2.736038685}, {'year': 1990, 'le': 1.39875582}]","[{'year': 1976, 'eg': 0.0}, {'year': 1978, 'eg': 0.0}, {'year': 1980, 'eg': 0.040646158375036795}, {'year': 1982, 'eg': 0.1816255383143072}, {'year': 1984, 'eg': 0.0}, {'year': 1986, 'eg': 0.0}, {'year': 1988, 'eg': 0.0}, {'year': 1990, 'eg': -0.046992853879507274}]"
74,"Bill Chappell, Jr.",democrat,Florida,4,candidate,"[{'year': 1976, 'le': 0.314188391}]","[{'year': 1976, 'eg': 0.0}]"
75,Richard Kelly,republican,Florida,5,candidate,"[{'year': 1976, 'le': 0.085743971}, {'year': 1978, 'le': 0.075548176}]","[{'year': 1976, 'eg': 0.32052669937050093}, {'year': 1978, 'eg': 0.4786200801206613}]"
76,C. W. Bill Young,republican,Florida,6,candidate,"[{'year': 1976, 'le': 0.334149301}, {'year': 1978, 'le': 0.620065636}, {'year': 1980, 'le': 0.695835532}, {'year': 1982, 'le': 0.328736603}, {'year': 1984, 'le': 0.21257225899999999}, {'year': 1986, 'le': 0.015501721000000001}, {'year': 1988, 'le': 0.10132964}, {'year': 1990, 'le': 0.084887103}, {'year': 1992, 'le': 0.015668365}, {'year': 1994, 'le': 2.467571497}, {'year': 1996, 'le': 3.485510588}, {'year': 1998, 'le': 2.9778623580000003}, {'year': 2000, 'le': 4.04551506}, {'year': 2002, 'le': 6.191919803999999}, {'year': 2004, 'le': 2.7842129630000003}, {'year': 2006, 'le': 0.015040346000000001}, {'year': 2008, 'le': 0.248395308}, {'year': 2010, 'le': 1.725545764}, {'year': 2012, 'le': 0.091389112}]","[{'year': 1976, 'eg': 0.1961949547408039}, {'year': 1978, 'eg': -0.0750726425152079}, {'year': 1980, 'eg': 0.0}, {'year': 1982, 'eg': 0.0}, {'year': 1984, 'eg': -0.10518121645951659}, {'year': 1986, 'eg': 0.0}, {'year': 1988, 'eg': 0.039822359562200045}, {'year': 1990, 'eg': 0.0}, {'year': 1992, 'eg': 0.36840383488077455}, {'year': 1994, 'eg': 0.0}, {'year': 1996, 'eg': 0.16786753579327202}, {'year': 1998, 'eg': 0.0}, {'year': 2000, 'eg': 0.0}, {'year': 2002, 'eg': 0.0}, {'year': 2004, 'eg': 0.1134429597802117}, {'year': 2006, 'eg': 0.18143097094437063}, {'year': 2008, 'eg': 0.2863687670141425}, {'year': 2010, 'eg': 0.18159096991245174}, {'year': 2012, 'eg': 0.3486034486423134}]"
77,Sam Gibbons,democrat,Florida,7,candidate,"[{'year': 1976, 'le': 0.681778193}, {'year': 1990, 'le': 3.18156172}, {'year': 1992, 'le': 1.8411056280000002}, {'year': 1994, 'le': 0.24908638}]","[{'year': 1976, 'eg': -0.18568742084458034}, {'year': 1990, 'eg': -0.14885993927826718}, {'year': 1992, 'eg': -0.3780114343050054}, {'year': 1994, 'eg': -0.46850811297068323}]"
78,Andy Ireland,democrat,Florida,8,candidate,"[{'year': 1976, 'le': 0.106304958}, {'year': 1978, 'le': 0.043170386}, {'year': 1980, 'le': 0.02458205}, {'year': 1982, 'le': 0.11381928599999999}, {'year': 1984, 'le': 0.20520944}, {'year': 1986, 'le': 0.104108743}, {'year': 1988, 'le': 0.303988904}, {'year': 1990, 'le': 0.17928897}]","[{'year': 1976, 'eg': -0.3396611920024249}, {'year': 1978, 'eg': 0.0}, {'year': 1980, 'eg': -0.0898279225080283}, {'year': 1982, 'eg': 0.0}, {'year': 1984, 'eg': 0.2617260511869545}, {'year': 1986, 'eg': 0.07652675528883617}, {'year': 1988, 'eg': 0.03061253220334211}, {'year': 1990, 'eg': 0.0}]"
79,"Louis Frey, Jr.",republican,Florida,9,candidate,"[{'year': 1976, 'le': 0.410405815}]","[{'year': 1976, 'eg': -0.061676209621931447}]"
80,L. A. (Skip) Bafalis,republican,Florida,10,candidate,"[{'year': 1976, 'le': 0.13996441699999998}, {'year': 1978, 'le': 0.09929188800000001}]","[{'year': 1976, 'eg': 0.1735423075991376}, {'year': 1978, 'eg': 0.0}]"
81,Paul G. Rogers,democrat,Florida,11,candidate,"[{'year': 1976, 'le': 11.44813251}]","[{'year': 1976, 'eg': 0.0}]"
82,J. Herbert Burke,republican,Florida,12,candidate,"[{'year': 1976, 'le': 0.07061268400000001}]","[{'year': 1976, 'eg': 0.4220498704012538}]"
83,William Lehman,democrat,Florida,13,candidate,"[{'year': 1976, 'le': 1.181393504}, {'year': 1978, 'le': 0.21585193100000002}, {'year': 1980, 'le': 0.29937904600000004}, {'year': 1982, 'le': 1.413562894}, {'year': 1984, 'le': 1.3527002019999999}, {'year': 1986, 'le': 1.467579722}, {'year': 1988, 'le': 1.972360015}, {'year': 1990, 'le': 0.9986159259999999}]","[{'year': 1976, 'eg': 0.0666415408845501}, {'year': 1978, 'eg': 0.0}, {'year': 1980, 'eg': -0.0019454112904170914}, {'year': 1982, 'eg': 0.0}, {'year': 1984, 'eg': 0.0}, {'year': 1986, 'eg': 0.0}, {'year': 1988, 'eg': 0.0}, {'year': 1990, 'eg': 0.06633431431411727}]"
84,Claude Pepper,democrat,Florida,14,candidate,"[{'year': 1976, 'le': 2.2997896669999998}, {'year': 1978, 'le': 1.5663153909999998}, {'year': 1980, 'le': 1.139876831}, {'year': 1982, 'le': 0.40305233}, {'year': 1984, 'le': 1.7750066359999999}, {'year': 1986, 'le': 2.235017776}, {'year': 1988, 'le': 0.476090997}]","[{'year': 1976, 'eg': -0.04257354172727192}, {'year': 1978, 'eg': -0.23742048546227357}, {'year': 1980, 'eg': -0.0010285732164227552}, {'year': 1982, 'eg': -0.07598713737559061}, {'year': 1984, 'eg': -0.28937903059688486}, {'year': 1986, 'eg': -0.029308571218634043}, {'year': 1988, 'eg': 0.0}]"
85,Dante B. Fascell,democrat,Florida,15,candidate,"[{'year': 1976, 'le': 3.417469978}, {'year': 1978, 'le': 4.445043923}, {'year': 1980, 'le': 1.4845792080000002}, {'year': 1982, 'le': 3.670866251}, {'year': 1984, 'le': 2.863631536}, {'year': 1986, 'le': 5.057872295}, {'year': 1988, 'le': 11.08729839}, {'year': 1990, 'le': 6.371869987}]","[{'year': 1976, 'eg': -0.09154169061678076}, {'year': 1978, 'eg': -0.016546948900731936}, {'year': 1980, 'eg': -0.19261253288098926}, {'year': 1982, 'eg': -0.3230771058195611}, {'year': 1984, 'eg': -0.21485015365293886}, {'year': 1986, 'eg': -0.11893261320452679}, {'year': 1988, 'eg': -0.05222667301305466}, {'year': 1990, 'eg': -0.2604175501088401}]"
86,Bo Ginn,democrat,Georgia,1,candidate,"[{'year': 1976, 'le': 0.12630823300000002}, {'year': 1978, 'le': 0.114401524}, {'year': 1980, 'le': 2.75477044}]","[{'year': 1976, 'eg': 0.0}, {'year': 1978, 'eg': 0.0}, {'year': 1980, 'eg': 0.0}]"
87,Dawson Mathis,democrat,Georgia,2,candidate,"[{'year': 1976, 'le': 0.9256070259999999}, {'year': 1978, 'le': 0.8651976990000001}]","[{'year': 1976, 'eg': 0.0}, {'year': 1978, 'eg': 0.0}]"
88,Jack Brinkley,democrat,Georgia,3,candidate,"[{'year': 1976, 'le': 1.9409527780000002}, {'year': 1978, 'le': 1.80203015}, {'year': 1980, 'le': 4.115485529}]","[{'year': 1976, 'eg': 0.27467525046664887}, {'year': 1978, 'eg': 0.0}, {'year': 1980, 'eg': 0.0}]"
89,Elliott H. Levitas,democrat,Georgia,4,candidate,"[{'year': 1976, 'le': 1.109247446}, {'year': 1978, 'le': 2.56850857}, {'year': 1980, 'le': 0.45505163600000004}]","[{'year': 1976, 'eg': -0.133732312343568}, {'year': 1978, 'eg': 0.118174009904312}, {'year': 1980, 'eg': -0.11136080640379484}]"
90,Andrew Young,democrat,Georgia,5,candidate,"[{'year': 1976, 'le': 0.021435992999999997}]","[{'year': 1976, 'eg': -0.16641677599383603}]"
91,"John J. Flynt, Jr.",democrat,Georgia,6,candidate,"[{'year': 1976, 'le': 0.157617584}]","[{'year': 1976, 'eg': -0.4657805580750147}]"
92,Larry P. McDonald,democrat,Georgia,7,candidate,"[{'year': 1976, 'le': 0.10844090599999999}, {'year': 1978, 'le': 0.328094936}, {'year': 1980, 'le': 0.5748182039999999}]","[{'year': 1976, 'eg': -0.39815309272308114}, {'year': 1978, 'eg': -0.16973992601586987}, {'year': 1980, 'eg': -0.13766148276145806}]"
93,Bill Lee Evans,democrat,Georgia,8,candidate,"[{'year': 1976, 'le': 0.094570555}]","[{'year': 1976, 'eg': -0.10875209315901864}]"
94,Ed Jenkins,democrat,Georgia,9,candidate,"[{'year': 1976, 'le': 0.260422528}, {'year': 1978, 'le': 0.75280928}, {'year': 1980, 'le': 1.8380436999999998}, {'year': 1982, 'le': 0.601057291}, {'year': 1984, 'le': 2.061171065}, {'year': 1986, 'le': 0.186020643}, {'year': 1988, 'le': 1.22824955}, {'year': 1990, 'le': 1.222665095}]","[{'year': 1976, 'eg': 0.08099709117796829}, {'year': 1978, 'eg': 0.03861679443983267}, {'year': 1980, 'eg': -0.13962617262444238}, {'year': 1982, 'eg': 0.039093771681699314}, {'year': 1984, 'eg': -0.15041778435544045}, {'year': 1986, 'eg': 0.0}, {'year': 1988, 'eg': -0.24242275625306522}, {'year': 1990, 'eg': -0.38350027275154075}]"
95,Doug Barnard,democrat,Georgia,10,candidate,"[{'year': 1976, 'le': 0.141439512}, {'year': 1978, 'le': 0.16245954099999999}]","[{'year': 1976, 'eg': 0.0}, {'year': 1978, 'eg': 0.0}]"
96,Cecil L. Heftel,democrat,Hawaii,1,candidate,"[{'year': 1976, 'le': 0.187880173}, {'year': 1982, 'le': 0.707558393}]","[{'year': 1976, 'eg': -0.454186712402436}, {'year': 1982, 'eg': 0.0}]"
97,Daniel K. Akaka,democrat,Hawaii,2,candidate,"[{'year': 1976, 'le': 0.279342353}, {'year': 1978, 'le': 0.399028884}, {'year': 1980, 'le': 0.168408702}, {'year': 1982, 'le': 1.299705267}, {'year': 1984, 'le': 0.501513894}, {'year': 1986, 'le': 0.543516994}, {'year': 1988, 'le': 0.088919409}]","[{'year': 1976, 'eg': 0.1418875200994241}, {'year': 1978, 'eg': 0.24352153207158753}, {'year': 1980, 'eg': 0.0}, {'year': 1982, 'eg': 0.0}, {'year': 1984, 'eg': 0.17555451547085366}, {'year': 1986, 'eg': 0.04329040222578446}, {'year': 1988, 'eg': 0.0}]"
98,Steven D. Symms,republican,Idaho,1,candidate,"[{'year': 1976, 'le': 0.22066462}, {'year': 1978, 'le': 0.254705279}]","[{'year': 1976, 'eg': 0.40786062280976665}, {'year': 1978, 'eg': 0.301544396206067}]"
99,George Hansen,republican,Idaho,2,candidate,"[{'year': 1976, 'le': 0.258707017}, {'year': 1978, 'le': 1.191134115}, {'year': 1980, 'le': 0.8445352770000001}, {'year': 1982, 'le': 0.703035891}]","[{'year': 1976, 'eg': 0.48836021440761485}, {'year': 1978, 'eg': 0.35387290142287264}, {'year': 1980, 'eg': 0.3236940676250253}, {'year': 1982, 'eg': 0.45473607467550675}]"
100,Ralph H. Metcalfe,democrat,Illinois,1,candidate,"[{'year': 1976, 'le': 0.39829909799999996}]","[{'year': 1976, 'eg': 0.34905206533861055}]"
101,Morgan F. Murphy,democrat,Illinois,2,candidate,"[{'year': 1976, 'le': 0.012609407}, {'year': 1978, 'le': 0.547749945}]","[{'year': 1976, 'eg': 0.19351115841287791}, {'year': 1978, 'eg': 0.24195605727223446}]"
102,Martin A. Russo,democrat,Illinois,3,candidate,"[{'year': 1976, 'le': 0.075656444}, {'year': 1978, 'le': 0.39046886299999994}, {'year': 1980, 'le': 0.317001756}, {'year': 1982, 'le': 0.327814788}, {'year': 1984, 'le': 0.377728577}, {'year': 1986, 'le': 0.186515078}]","[{'year': 1976, 'eg': -0.3158735008784661}, {'year': 1978, 'eg': -0.1961716621253406}, {'year': 1980, 'eg': -0.1219283276450512}, {'year': 1982, 'eg': -0.019969406277099415}, {'year': 1984, 'eg': -0.2118185657420636}, {'year': 1986, 'eg': -0.1764738022845462}]"
103,Edward Derwinski,republican,Illinois,4,candidate,"[{'year': 1976, 'le': 0.10339713800000001}]","[{'year': 1976, 'eg': 0.18424214320342305}]"
104,John G. Fary,democrat,Illinois,5,candidate,"[{'year': 1976, 'le': 0.031523518}, {'year': 1978, 'le': 0.142462275}, {'year': 1980, 'le': 1.227653169}]","[{'year': 1976, 'eg': 0.03889949191447657}, {'year': 1978, 'eg': 0.17995676816502987}, {'year': 1980, 'eg': 0.09277905746591736}]"
105,HenryJ. Hyde,republican,Illinois,6,candidate,"[{'year': 1976, 'le': 0.424276173}]","[{'year': 1976, 'eg': 0.28806092247212073}]"
106,Cardiss Collins,democrat,Illinois,7,candidate,"[{'year': 1976, 'le': 0.21435992399999998}, {'year': 1978, 'le': 0.205059335}, {'year': 1980, 'le': 0.282693577}, {'year': 1982, 'le': 0.5398641820000001}, {'year': 1984, 'le': 1.6341524019999998}, {'year': 1986, 'le': 0.756169856}, {'year': 1988, 'le': 0.938839793}, {'year': 1990, 'le': 1.936249355}, {'year': 1992, 'le': 3.496426117}, {'year': 1994, 'le': 1.2482070920000001}]","[{'year': 1976, 'eg': 0.1953714911522278}, {'year': 1978, 'eg': 0.22599981330595154}, {'year': 1980, 'eg': 0.20155265311327672}, {'year': 1982, 'eg': 0.22904487204305238}, {'year': 1984, 'eg': 0.06724385222199089}, {'year': 1986, 'eg': 0.11596444098830017}, {'year': 1988, 'eg': 0.0}, {'year': 1990, 'eg': 0.09849180982820616}, {'year': 1992, 'eg': 0.15457806028915}, {'year': 1994, 'eg': 0.09118227942929139}]"
107,Daniel D. Rostenkowski,democrat,Illinois,8,candidate,"[{'year': 1976, 'le': 5.520271301}]","[{'year': 1976, 'eg': 0.1108140678987392}]"
108,Sidney R. Yates,democrat,Illinois,9,candidate,"[{'year': 1976, 'le': 1.725467205}, {'year': 1978, 'le': 2.319563444}, {'year': 1980, 'le': 2.412901466}, {'year': 1982, 'le': 1.5001239780000002}, {'year': 1984, 'le': 1.773720902}, {'year': 1986, 'le': 1.817528367}, {'year': 1988, 'le': 1.995306849}, {'year': 1990, 'le': 2.303323201}, {'year': 1992, 'le': 2.081462838}, {'year': 1994, 'le': 0.076522939}, {'year': 1996, 'le': 0.27104848600000003}]","[{'year': 1976, 'eg': -0.05699685767207352}, {'year': 1978, 'eg': 0.006543793076744366}, {'year': 1980, 'eg': -0.038384503525667406}, {'year': 1982, 'eg': -0.15468812853803146}, {'year': 1984, 'eg': -0.14910603976782674}, {'year': 1986, 'eg': -0.06724062014785288}, {'year': 1988, 'eg': -0.1687022082295662}, {'year': 1990, 'eg': -0.07573679086644836}, {'year': 1992, 'eg': -0.09040562696336717}, {'year': 1994, 'eg': -0.17803505037704012}, {'year': 1996, 'eg': -0.23197437806631918}]"
109,Abner J. Mikva,democrat,Illinois,10,candidate,"[{'year': 1976, 'le': 0.77488637}, {'year': 1978, 'le': 0.09929188800000001}]","[{'year': 1976, 'eg': -0.4990628543581958}, {'year': 1978, 'eg': -0.4963602510249062}]"
110,Frank Annunzio,democrat,Illinois,11,candidate,"[{'year': 1976, 'le': 1.846602082}, {'year': 1978, 'le': 2.240296968}, {'year': 1980, 'le': 2.774277345}, {'year': 1982, 'le': 3.32983923}, {'year': 1984, 'le': 2.8316061980000002}, {'year': 1986, 'le': 1.5566371680000002}, {'year': 1988, 'le': 1.336948633}, {'year': 1990, 'le': 1.543721371}]","[{'year': 1976, 'eg': -0.15213463065925337}, {'year': 1978, 'eg': -0.02549668005143952}, {'year': 1980, 'eg': -0.10395651748114779}, {'year': 1982, 'eg': -0.04885797051507091}, {'year': 1984, 'eg': -0.24782726901989216}, {'year': 1986, 'eg': -0.08609750778198545}, {'year': 1988, 'eg': -0.20983930827156022}, {'year': 1990, 'eg': -0.4101948199293332}]"
111,Philip M. Crane,republican,Illinois,12,candidate,"[{'year': 1976, 'le': 0.460243374}, {'year': 1978, 'le': 0.39932607299999995}, {'year': 1980, 'le': 1.109512958}, {'year': 1982, 'le': 0.8314446809999999}, {'year': 1984, 'le': 0.557617086}, {'year': 1986, 'le': 0.638670862}, {'year': 1988, 'le': 0.781137705}, {'year': 1990, 'le': 1.225051209}, {'year': 1992, 'le': 0.458529781}, {'year': 1994, 'le': 8.478765487999999}, {'year': 1996, 'le': 3.299806595}, {'year': 1998, 'le': 3.027981043}, {'year': 2000, 'le': 3.5181205269999998}, {'year': 2002, 'le': 1.459470034}]","[{'year': 1976, 'eg': 0.04326238414216051}, {'year': 1978, 'eg': -0.09076546586533271}, {'year': 1980, 'eg': 0.018249285479829316}, {'year': 1982, 'eg': 0.14515956266593216}, {'year': 1984, 'eg': -0.055989450026569944}, {'year': 1986, 'eg': -0.05425903299005062}, {'year': 1988, 'eg': -0.0036341885609157067}, {'year': 1990, 'eg': 0.0}, {'year': 1992, 'eg': 0.3471837507804872}, {'year': 1994, 'eg': 0.20142553301098773}, {'year': 1996, 'eg': 0.2384671586176664}, {'year': 1998, 'eg': 0.1271006743230429}, {'year': 2000, 'eg': 0.28022733621263884}, {'year': 2002, 'eg': 0.3514518520304232}]"
112,Robert McClory,republican,Illinois,13,candidate,"[{'year': 1976, 'le': 0.07817832400000001}, {'year': 1980, 'le': 0.5030082920000001}]","[{'year': 1976, 'eg': 0.13505533707523162}, {'year': 1980, 'eg': 0.06694720317456856}]"
113,John Erlenborn,republican,Illinois,14,candidate,"[{'year': 1976, 'le': 0.089526795}]","[{'year': 1976, 'eg': 0.011513686239369707}]"
114,Tom Corcoran,republican,Illinois,15,candidate,"[{'year': 1976, 'le': 0.151312888}, {'year': 1978, 'le': 0.161888949}, {'year': 1980, 'le': 0.392225554}, {'year': 1982, 'le': 0.753028393}]","[{'year': 1976, 'eg': 0.42178982395088077}, {'year': 1978, 'eg': 0.2523454618399531}, {'year': 1980, 'eg': -0.03492287113656361}, {'year': 1982, 'eg': 0.20858851360231306}]"
115,John B. Anderson,republican,Illinois,16,candidate,"[{'year': 1976, 'le': 0.172748879}, {'year': 1978, 'le': 0.209946966}]","[{'year': 1976, 'eg': 0.141646071954755}, {'year': 1978, 'eg': 0.19073131643778396}]"
116,George M. O'Brien,republican,Illinois,17,candidate,"[{'year': 1976, 'le': 0.19040204600000002}, {'year': 1978, 'le': 0.19642525800000002}, {'year': 1980, 'le': 0.19242547}, {'year': 1982, 'le': 0.072890081}, {'year': 1984, 'le': 0.0}]","[{'year': 1976, 'eg': 0.3357523216628508}, {'year': 1978, 'eg': 0.08757810453848168}, {'year': 1980, 'eg': 0.18343004850584216}, {'year': 1982, 'eg': 0.407519908053526}, {'year': 1984, 'eg': 0.22044920674125418}]"
117,Robert H. Michel,republican,Illinois,18,candidate,"[{'year': 1976, 'le': 0.268580377}, {'year': 1978, 'le': 0.034536309}, {'year': 1980, 'le': 2.0143072859999998}, {'year': 1982, 'le': 0.466142803}, {'year': 1984, 'le': 0.282228375}, {'year': 1986, 'le': 1.99366951}, {'year': 1988, 'le': 0.517243028}, {'year': 1990, 'le': 0.34295456}, {'year': 1992, 'le': 0.394749714}]","[{'year': 1976, 'eg': 0.34542831186875433}, {'year': 1978, 'eg': 0.1824478599996935}, {'year': 1980, 'eg': 0.25703686838940226}, {'year': 1982, 'eg': 0.4675453379545719}, {'year': 1984, 'eg': 0.2790377668014307}, {'year': 1986, 'eg': 0.24790061006777794}, {'year': 1988, 'eg': 0.4058698696593554}, {'year': 1990, 'eg': 0.0}, {'year': 1992, 'eg': 0.3445655703826169}]"
